country,designation,points,price,province,region_1,region_2,variety,winery
Argentina,,82,7,Mendoza Province,Mendoza,,Pinot Grigio,Funky Llama
US,Reserve,82,45,California,Napa Valley,Napa,Merlot,Cosentino
US,,82,18,California,Sonoma County,Sonoma,Merlot,Park Lane
US,Reserve,82,13,California,Sonoma County,Sonoma,Cabernet Sauvignon,Pavillion Crossing
US,,82,22,California,Sonoma County,Sonoma,Roussanne,Wellington
Argentina,Reserve,81,15,Mendoza Province,Tupungato,,Chardonnay,Finca Sophenia
US,Late Harvest,81,28,California,Dry Creek Valley,Sonoma,Primitivo,Collier Falls
Chile,Premium Reserve,81,20,Lontué Valley,,,Chardonnay,Alta Cima
Argentina,,81,15,Other,Neuquén,,Pinot Noir,Areo
US,,81,21,California,Livermore Valley,Central Coast,Chardonnay,Longevity
US,,81,25,California,Paso Robles,Central Coast,Zinfandel,Pianetta
US,Yellow Label,81,24,California,Paso Robles,Central Coast,Petite Sirah,Proulx
Argentina,Rosé,81,13,Mendoza Province,Mendoza,,Malbec,Pascual Toso
US,Old Vines,81,24,California,Monterey,Central Coast,Pinot Noir,Verve
Argentina,Finca La Linda,81,11,Mendoza Province,Mendoza,,Bonarda,Luigi Bosca
Chile,Reserva,81,15,Maule Valley,,,Chardonnay,Portal Del Alto
Argentina,Felino,81,19,Mendoza Province,Mendoza,,Chardonnay,Viña Cobos
Argentina,CJR Blanc de Blancs,80,15,Mendoza Province,Mendoza,,Sparkling Blend,Reginato
US,,80,35,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Mantra
Argentina,Estate Bottled,80,8,Mendoza Province,Mendoza,,Cabernet Sauvignon,Rio Seco
US,Occidental Vineyard,98,150,California,Sonoma Coast,Sonoma,Pinot Noir,Evening Land
Portugal,Vintage,96,76,Port,,,Port,Dow's
Portugal,Vintage,96,95,Port,,,Port,Fonseca
Portugal,Quinta de Vargellas Vinha Velhas Vintage,96,230,Port,,,Port,Taylor Fladgate
US,Occidental Coast Two Daughters Vineyard,96,65,California,Sonoma Coast,Sonoma,Pinot Noir,Evening Land
US,Winderlea Vineyard,96,75,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Adelsheim
Portugal,Vintage,96,100,Port,,,Port,Niepoort
US,Late Harvest,95,35,California,Sonoma Valley,Sonoma,Sémillon,Longboard
Portugal,Capela Vintage,95,125,Port,,,Port,Quinta do Vesuvio
Italy,Sassicaia,95,220,Tuscany,Bolgheri Sassicaia,,Red Blend,Tenuta San Guido
Italy,Argentiera,95,60,Tuscany,Bolgheri Superiore,,Red Blend,Tenuta Argentiera
US,Pickett Road Vineyard,95,150,California,Napa Valley,Napa,Cabernet Sauvignon,Vine Cliff
Italy,,94,120,Tuscany,Bolgheri Superiore,,Red Blend,Grattamacco
US,Symmetry Red,94,55,California,Alexander Valley,Sonoma,Meritage,Rodney Strong
US,Michaela's Reserve,94,110,California,Sonoma Coast,Sonoma,Pinot Noir,Brogan
US,Ellie's,94,55,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
Portugal,Rapariga da Quinta Reserva,94,23,Alentejano,,,Portuguese Red,Luis Duarte
Italy,Schidione,94,150,Tuscany,Toscana,,Red Blend,Jacopo Biondi-Santi
Italy,Sapaio,94,80,Tuscany,Bolgheri Superiore,,Red Blend,Podere Sapaio
Italy,Madre,94,70,Tuscany,Toscana,,Red Blend,Poggio Antico
US,Rosella's Vineyard,94,33,California,Santa Lucia Highlands,Central Coast,Syrah,Novy
US,Quarter Mile Lane Vineyard,94,90,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Adelsheim
Portugal,Palácio da Bacalhôa,94,49,Península de Setúbal,,,Bordeaux-style Red Blend,Bacalhôa Wines of Portugal
Italy,Coevo,94,58,Tuscany,Toscana,,Red Blend,Cecchi
France,Le Cèdre,94,60,Southwest France,Cahors,,Malbec,Château du Cèdre
Portugal,Malhadinha Tinto,94,90,Alentejano,,,Portuguese Red,Herdade da Malhadinha Nova
US,DVX,94,55,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,Beckstoffer To Kalon Vineyard,94,235,California,Napa Valley,Napa,Cabernet Sauvignon,Paul Hobbs
US,Mills Vineyard,94,45,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
Italy,Marchesale,94,80,Tuscany,Toscana,,Syrah,Terre del Marchesato
US,The Doctor,94,75,California,Napa Valley,Napa,Red Blend,Krupp Brothers
Italy,Saffredi,94,130,Tuscany,Maremma,,Red Blend,Fattoria Le Pupille
Portugal,Reserva,94,38,Alentejano,,,Portuguese Red,Quinta do Quetzal
Italy,Tenuta Belguardo,94,70,Tuscany,Maremma,,Red Blend,Mazzei
Portugal,Reserva,94,35,Dão,,,Portuguese Red,Vinha Paz
France,Haute Densité,93,110,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Château de Tracy
France,GC,93,130,Southwest France,Cahors,,Malbec,Château du Cèdre
Italy,Le Serre Nuove,93,60,Tuscany,Bolgheri,,Red Blend,Tenuta dell'Ornellaia
Italy,Poggio al Lupo,93,80,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
US,Reserve,94,125,California,Sonoma-Napa,Napa-Sonoma,Claret,Pride Mountain
France,Montmains Premier Cru,94,32,Burgundy,Chablis,,Chardonnay,William Fèvre
US,Sierra Madre Vineyard,94,54,California,Santa Maria Valley,Central Coast,Pinot Noir,Testarossa
US,Highlands Estates Camelot Highlands,94,38,California,Santa Maria Valley,Central Coast,Chardonnay,Kendall-Jackson
US,Bien Nacido Vineyard,94,56,California,Santa Maria Valley,Central Coast,Pinot Noir,Testarossa
US,Clifton Hill Vineyard,93,42,Washington,Wahluke Slope,Columbia Valley,Syrah,Bunnell Family Cellar
US,Old Vine,93,36,California,Sonoma County,Sonoma,Zinfandel,Seghesio
US,,93,26,California,Dry Creek Valley,Sonoma,Zinfandel,Unti
France,Vaillons Premier Cru,93,35,Burgundy,Chablis,,Chardonnay,William Fèvre
US,Sierra Madre Vineyard,93,39,California,Santa Maria Valley,Central Coast,Chardonnay,Testarossa
US,Inspiration Reserve Red Wine,93,45,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Robert Karl
US,Rutherford Dust Vineyards,93,35,California,Rutherford,Napa,Petite Sirah,Neal Family
US,,93,46,California,Dry Creek Valley,Sonoma,Petite Sirah,Stephen & Walker
France,Fourchaume Premier Cru,93,34,Burgundy,Chablis,,Chardonnay,William Fèvre
US,,92,50,California,Napa Valley,Napa,Cabernet Sauvignon,Neal Family
US,Kingpin,92,56,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Sparkman
US,Bien Nacido,92,39,California,Santa Maria Valley,Central Coast,Chardonnay,Testarossa
US,,92,30,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Robert Karl
US,,92,60,California,Sonoma County,Sonoma,Cabernet Franc,Pride Mountain
Argentina,Gran Corte VII,92,44,Mendoza Province,Mendoza,,Red Blend,Pulenta Estate
Argentina,Piedra Negra,92,22,Mendoza Province,Mendoza,,Malbec,François Lurton
US,,92,26,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Dusted Valley
US,,92,38,California,Napa Valley,Napa,Cabernet Sauvignon,Clos Pegase
US,Uriah Red Wine,92,50,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Spring Valley Vineyard
US,Lumière,92,25,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Sparkman
US,Wind Machine,92,34,California,Dry Creek Valley,Sonoma,Zinfandel,Alderbrook
France,Le Pégourier,92,45,Languedoc-Roussillon,Corbières,,Rhône-style Red Blend,Château de Sérame
Argentina,Grand Vin de Goulart,92,60,Mendoza Province,Luján de Cuyo,,Malbec,Bodega Goulart
France,,92,102,Burgundy,Corton-Charlemagne,,Chardonnay,Henri de Villamont
US,,92,28,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Stephen & Walker
Germany,Relax,84,10,Mosel-Saar-Ruwer,,,Riesling,Schmitt Söhne
US,Mountain Terraces Vineyard Reserve,84,75,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Sojourn
Spain,Rubens,84,11,Central Spain,Tierra de Castilla,,Tempranillo,Tikalo
Spain,Salmos,84,37,Catalonia,Priorat,,Red Blend,Torres
Italy,,84,,Veneto,Valpolicella Classico,,Red Blend,San Rustico
US,,84,10,California,Paso Robles,Central Coast,Cabernet Sauvignon,Five Rivers
US,Robles Rojos Doce Robles Vineyard,84,30,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Doce Robles
US,,84,35,California,Arroyo Seco,Central Coast,Pinot Noir,Carmel Road
Spain,Hacienda,84,14,Central Spain,Vino de la Tierra de Castilla,,Cabernet Sauvignon,Casa del Valle
US,,84,15,California,Central Coast,Central Coast,Cabernet Sauvignon,Brass Tacks
US,Red - 1L,84,15,California,California,California Other,Red Blend,Martin Ray
US,Claret,84,13,Missouri,Missouri,,Red Blend,Mount Pleasant Winery
Italy,,84,28,Veneto,Valpolicella Superiore Ripasso,,"Corvina, Rondinella, Molinara",Pietro Clementi
Austria,Rotenpüllen,84,18,Niederösterreich,,,Grüner Veltliner,Pratsch
US,,84,14,California,Mendocino County,Mendocino/Lake Counties,Merlot,Three Families
Australia,Nine Vines Grenache-Shiraz,84,13,South Australia,South Australia,,Rosé,Angove's
Spain,Tierra Serena,84,10,Central Spain,La Mancha,,Tempranillo,Artiga Fustel
US,Porto Elena,84,22,New York,Finger Lakes,Finger Lakes,Bordeaux-style Red Blend,Bellangelo
France,,84,27,Burgundy,Bourgogne,,Pinot Noir,Bertrand Ambroise
France,Lettre d'Eloïse Chardonnay,84,23,Burgundy,Bourgogne Grand Ordinaire,,Chardonnay,Bertrand Ambroise
US,,84,12,New York,Finger Lakes,Finger Lakes,Chardonnay,Billsboro
US,,84,22,California,Shenandoah Valley (CA),Sierra Foothills,Primitivo,Bray
US,Estate Gold Coast Vineyard,84,24,California,Santa Maria Valley,Central Coast,Chardonnay,Costa de Oro
Spain,Crianza,84,15,Northern Spain,Rioja,,Tempranillo Blend,CVNE
Spain,,84,12,Central Spain,La Mancha,,Cabernet Sauvignon,Finca Antigua
Spain,Veleta,84,16,Andalucia,Vino de la Tierra Contraviesa Alpujarra,,Cabernet Sauvignon,Dominio Buenavista
Canada,Reserve,84,15,Ontario,Niagara Peninsula,,Riesling,Henry of Pelham
US,Katherine's Field,84,23,New York,North Fork of Long Island,Long Island,Sauvignon Blanc,Macari
US,,84,28,California,Paso Robles,Central Coast,Merlot,Martin & Weyrich
Australia,,84,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,McWilliam's Hanwood Estate
US,Santa Barbara Historic Vineyards Collection Bien Nacido Vineyard,95,30,California,Santa Maria Valley,Central Coast,Chardonnay,Au Bon Climat
US,To Kalon Vineyard I Block,95,75,California,Oakville,Napa,Fumé Blanc,Robert Mondavi
US,Vyborny Vineyard,95,70,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Goldschmidt
US,Ghielmetti Vineyard Clone 4,95,100,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Steven Kent
US,Musque,95,40,California,Chalk Hill,Sonoma,Sauvignon Blanc,Chalk Hill
US,Cloudy's Vineyard,95,100,California,Napa Valley,Napa,Cabernet Sauvignon,Janzen
US,Diana's,95,55,California,Central Coast,Central Coast,Chardonnay,Testarossa
US,Santa Barbara Historic Vineyards Collection Sanford & Benedict Vineyard,95,30,California,Santa Ynez Valley,Central Coast,Chardonnay,Au Bon Climat
US,Estate Moose Valley Vineyard,94,125,California,Napa Valley,Napa,Cabernet Sauvignon,D.R. Stephens
Australia,The Noble Wrinkled,94,19,South Australia,McLaren Vale,,Riesling,D'Arenberg
US,,94,35,California,Napa Valley,Napa,Chardonnay,Hunnicutt
US,,94,40,California,Diamond Mountain District,Napa,Cabernet Sauvignon,JD
US,Tina Marie Vineyard,94,48,California,Russian River Valley,Sonoma,Pinot Noir,Fulcrum
US,Le Rêve Blanc de Blancs,94,85,California,Carneros,Napa-Sonoma,Sparkling Blend,Domaine Carneros
US,,94,40,California,Chalk Hill,Sonoma,Sauvignon Gris,Chalk Hill
US,Rancho Ontiveros Vineyard,94,55,California,Santa Maria Valley,Central Coast,Pinot Noir,Native 9
US,Ruxtan Vineyard,94,30,California,Russian River Valley,Sonoma,Chardonnay,Lost Canyon
US,Oakville Terraces,94,70,California,Napa Valley,Napa,Cabernet Sauvignon,De Sante
US,,94,35,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,àMaurice
US,9-3-2005,94,85,California,Napa Valley,Napa,Cabernet Sauvignon,Hunnicutt
US,Esoterica Chavez-Leeds Vineyard,94,40,California,Rutherford,Napa,Petite Sirah,Kent Rasmussen
US,Grand Vin,94,65,California,Lake County,Mendocino/Lake Counties,Bordeaux-style Red Blend,Alienor
US,Foreshadow,94,42,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,J. Bookwalter
France,Clos Triguedina The New Black Wine,94,,Southwest France,Cahors,,Malbec,Jean-Luc Baldès
Chile,Gê,94,92,Colchagua Valley,,,Red Blend,Emiliana
US,Doctor's Vineyard,94,54,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
US,,94,150,California,Howell Mountain,Napa,Cabernet Sauvignon,Notre Vin
US,Brut,94,70,California,Napa Valley,Napa,Sparkling Blend,Schramsberg
US,Les Pommiers,93,50,California,Russian River Valley,Sonoma,Pinot Noir,EnRoute
US,,93,35,California,Santa Maria Valley,Central Coast,Chardonnay,Au Bon Climat
US,Split Rock Vineyard,94,43,California,Sonoma Coast,Sonoma,Pinot Noir,Saudade
US,,94,38,California,Dry Creek Valley,Sonoma,Syrah,Vineyard of Pasterick
Italy,Mazzano,94,170,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Masi
US,Clone 76 Inox,94,36,California,Sta. Rita Hills,Central Coast,Chardonnay,Melville
US,Estate Bottled,94,55,California,Santa Cruz Mountains,Central Coast,Chardonnay,Mount Eden
US,Presidio Vineyard,94,45,California,Santa Barbara County,Central Coast,Syrah,Ojai
US,Villa Vista,94,80,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
US,Cold Creek Vineyard,94,25,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Januik
France,Le Pavillon Ermitage,94,316,Rhône Valley,Hermitage,,Syrah,M. Chapoutier
US,The Deal Sundance Vineyard,94,35,Washington,Wahluke Slope,Columbia Valley,Syrah,K Vintners
US,Camaspelo,94,65,Oregon,Walla Walla Valley (OR),Oregon Other,Bordeaux-style Red Blend,Cayuse
US,Red Table Wine,94,70,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Col Solare
US,,94,55,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Pepper Bridge
US,Drum Canyon,93,36,California,Sta. Rita Hills,Central Coast,Chardonnay,Diatom
US,Nicole's Vineyard,93,50,California,Russian River Valley,Sonoma,Pinot Noir,J Vineyards & Winery
Portugal,Monte Cascas Grande Reserva,93,41,Douro,,,Portuguese Red,Casca Wines
Italy,Selezione Antonio Castagnedi,93,45,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Tenuta Sant'Antonio
US,Pepper Bridge Vineyard Red,93,55,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Pepper Bridge
Italy,Campo del Tìtari Riserva,93,,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Brunelli
Italy,Bosan,93,110,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Cesari
Australia,Grand Muscadelle,93,140,Victoria,Rutherglen,,Muscadel,Chambers Rosewood Vineyards
US,Les Collines Vineyard,93,34,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Amavi
US,Réserve Spéciale,93,110,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Arrowood
US,,93,25,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Barrister
US,,93,27,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Barrister
US,The Glenrose Vineyard Reserve,93,55,California,Paso Robles,Central Coast,Syrah,Adelaida
Australia,Art Series,93,89,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
US,Robert Thomas Vineyard,93,50,California,Russian River Valley,Sonoma,Pinot Noir,J Vineyards & Winery
US,Weinbau Vineyard,93,35,Washington,Wahluke Slope,Columbia Valley,Cabernet Franc,Januik
Italy,,93,70,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Zenato
Australia,Mad Russian,84,19,South Australia,Adelaide,,Pinot Grigio,Nova Vita
Australia,,84,8,South Australia,South Australia,,Sauvignon Blanc,Oxford Landing
US,,84,34,California,Carneros,Napa-Sonoma,Chardonnay,Robert Stemmler
Portugal,Noval Black,84,,Port,,,Port,Quinta do Noval
Australia,,84,10,Australia Other,South Eastern Australia,,Shiraz,Bulletin Place
US,Estate Reserve Principal's Choice,84,44,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Burrell School Vineyards
France,Rosé,84,13,Loire Valley,Chinon,,Cabernet Franc,Château Coudray Montpensier
Spain,Cortijo III Tinto,84,10,Northern Spain,Rioja,,Tempranillo-Garnacha,Cortijo
Argentina,,84,60,Other,Argentina,,Malbec,Familia Schroeder
France,Sauvignon,84,15,Loire Valley,Vin de Pays du Val de Loire,,Sauvignon Blanc,Fournier Père et Fils
Argentina,Libertad Vineyards,84,25,Mendoza Province,Mendoza,,Syrah,Benegas
US,,84,25,California,Mendocino County,Mendocino/Lake Counties,Petite Sirah,Artezin
US,,84,30,California,Napa Valley,Napa,Charbono,Artezin
Portugal,Casal Garcia,84,8,Vinho Verde,,,Rosé,Aveleda
France,,84,,Loire Valley,Rosé d'Anjou,,Rosé,Barton & Guestier
US,,84,28,California,Dry Creek Valley,Sonoma,Zinfandel,Bonneau
Portugal,Lello Rosé,84,7,Douro,,,Portuguese Rosé,Borges
US,,84,16,California,Calaveras County,Sierra Foothills,Syrah,Albeno Munari
US,Red Velvet,84,65,California,Paso Robles,Central Coast,Red Blend,Hunt Cellars
US,,84,15,California,Paso Robles,Central Coast,Cabernet Sauvignon,Villa San Juliette
Australia,Single Site,84,15,South Australia,Langhorne Creek,,Pinot Grigio,Zonte's Footstep
Spain,Auroch,84,12,Northern Spain,Toro,,Tinta de Toro,Tribal
Argentina,,84,11,Mendoza Province,Tupungato,,Cabernet Sauvignon,Andeluna
US,Rosé of,84,18,California,Santa Barbara County,Central Coast,Syrah,Ampelos
Spain,Rívola,84,15,Northern Spain,Vino de la Tierra de Castilla y León,,Tempranillo Blend,Abadia Retuerta
Portugal,Casal Garcia,84,8,Vinho Verde,,,Portuguese White,Aveleda
France,,84,11,Beaujolais,Beaujolais-Villages,,Gamay,Louis Tête
France,Bagatelle,84,18,Loire Valley,Saumur,,Cabernet Franc,Manoir de la Tête Rouge
Australia,The Flying Winemaker,84,14,Western Australia,Margaret River,,Chardonnay,Cameron Hughes
US,Diamond Collection Black Label,84,20,California,California,California Other,Claret,Francis Ford Coppola
US,Gold Coast Vineyard,87,60,California,Santa Maria Valley,Central Coast,Pinot Noir,Paul Lato
Portugal,Late Bottled Vintage,87,,Port,,,Port,Quinta da Pedra Alta
US,Naked,87,12,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Snoqualmie
US,,87,15,Washington,Yakima Valley,Columbia Valley,Riesling,San Juan Vineyards
US,Méthode a l'Ancienne,87,29,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Navarro
US,Blueprint,87,38,California,Napa Valley,Napa,Sauvignon Blanc,Lail
US,,87,35,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Cadaretta
Italy,Grazioso,87,,Tuscany,Toscana,,Red Blend,Castello di Meleto
US,,87,60,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Feather
South Africa,Finlayson Family Vineyards,87,23,Stellenbosch,,,Shiraz,Edgebaston
France,Haute Tradition,87,15,Southwest France,Madiran,,Red Blend,Domaine Berthoumieu
Australia,Langhorne Crossing,87,10,South Australia,Langhorne Creek,,Red Blend,Bleasdale
Chile,,87,17,Maipo Valley,,,Syrah,Koyle
US,,87,30,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Handley
Austria,Frauenfeld Reserve,87,31,Thermenregion,,,Zweigelt,Johanneshof Reinisch
Austria,Selection,87,24,Burgenland,,,Pinot Noir,Juris
US,Presidio,87,50,California,Santa Barbara County,Central Coast,Pinot Noir,Tyler
Chile,,87,10,Limarí Valley,,,Cabernet Sauvignon,Tamaya
Chile,Reserva,87,15,Limarí Valley,,,Syrah,Viña Tabalí
Chile,Botrytis Selection Noble,87,14,Colchagua Valley,,,Sémillon,Viu Manent
US,Serience Red,87,40,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Zefina
US,Tytanium Caton Vineyard,87,75,California,Sonoma Valley,Sonoma,Red Blend,Ty Caton
US,Aubaine Vineyards,87,40,California,Central Coast,Central Coast,Pinot Noir,Sinor-LaVallee
US,,87,10,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Snoqualmie
US,Naked,87,12,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Snoqualmie
US,,87,35,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Tertulia
Italy,,87,25,Tuscany,Vino Nobile di Montepulciano,,Prugnolo Gentile,Avignonesi
US,,87,20,California,Russian River Valley,Sonoma,Sauvignon Blanc,Longboard
Chile,,87,10,Casablanca Valley,,,Sauvignon,Ku Dé Ta
US,,87,25,California,Santa Barbara County,Central Coast,Pinot Noir,Labyrinth
US,Vin Santo,83,30,California,Monterey County,Central Coast,Malvasia Bianca,Volo Del Corvo
Chile,,83,10,Lontué Valley,,,Chardonnay,Viña La Fortuna
Chile,Reserva,83,12,Colchagua Valley,,,Chardonnay,MontGras
Chile,Pionero,83,9,Curicó Valley,,,Sauvignon Blanc,Morandé
